Date / Time,City,State,Shape,Duration,Summary,Posted
11/29/15 00:00,Victoria (Canada),BC,Triangle,2 hours,"Triangle shape, twinkling lights, floating, no sound. ((NUFORC Note: We suspect a sighting of planets in the E sky. PD))",42341
11/28/15 23:25,Puyallup,WA,Triangle,15 minutes,"11/28/15 object. ((NUFORC Note: We suspect a sighting of the star, Sirius. PD))",42341
11/28/15 20:00,Dothan,AL,Triangle,3 minutes,"I see this craft a few times a week while outside smoking. Triangle shaped, low flying and no noise at all.",42341
11/28/15 05:38,Pingree Grove,IL,Triangle,25 minutes,Numerous triangular objects flying over the cornfields.,42341
11/25/15 23:32,Loleta,CA,Triangle,30 seconds,It was shocking and caught be off gaurd toi see something in the sky at a low flight zone.,42341
11/25/15 21:00,Sugar Grove,OH,Triangle,3 minutes,Triangular object observed flying over lake.,42334
11/24/15 19:43,Pulaski,TN,Triangle,10 minutes,Big slow moving bright white lit up triangular obj. with flashing red lights at the top and bottom of obj.((NUFORC Note: Sirius? PD)),42334
11/23/15 22:00,Chesapeake,VA,Triangle,5 minutes,Hovering triangular craft that took off after being suspended in the air for minimum 5 minutes,42334
11/23/15 20:45,South Lyon,MI,Triangle,5 seconds,"Saw a HUGE bright, fully lit, blueish white triangle fly straight down to the horizon beyond the trees, then it flew east. SUPER FAST.",42334
11/23/15 18:44,Fremont,NE,Triangle,5 minutes,Flying triangle made no sound.,42334
11/22/15 23:30,Shirley,MA,Triangle,4 seconds,"2 triangular crafts seen clearly, many lights on the underside, flying slowly, in a standup position, above trees against night sky.",42334
11/22/15 23:25,Canton,OH,Triangle,8 seconds,Letting the dog out I looked up and saw a barely able to be seeing triangular shape of lights moving across the sky from north to south,42334
11/22/15 22:00,Tomahawk,WV,Triangle,24 minutes +,It's 10:18 right now and since 9:54 I have seen outside my window two hovering triangular shaped objects that are a little bit away but,42334
11/22/15 04:30,Ballwin,MO,Triangle,1:00/4:30present,"Star-shaped, bright red tips, green wings, maybe and glistening center. ((NUFORC Note: Venus? PD))",42334
11/21/15 23:00,Lakeville,MA,Triangle,1 minutes,TRIANGULAR LIGHT FORMATION IN SKY MAYBE 1000FT IN SKY.,42334
11/21/15 20:25,Gilbert,AZ,Triangle,40 seconds,"Large triangle shape UFO over Gilbert, AZ.",42334
11/21/15 19:32,Franklin,TN,Triangle,5 minutes,Flying bright triangular object hovering over neighborhood,42334
11/21/15 04:52,Phoenix,AZ,Triangle,3 minutes,"Triangle-shaped Aircraft, 4 lights facing out ward, Flying slowly from N.W. Phoenix to West Indian School",42334
11/20/15 20:30,Tualatin,OR,Triangle,20 seconds,"Triangle pattern of 7 or 9 round lights moving slowly from east to west - electronic, pulsing machine sound",42334
11/20/15 19:05,Granite Falls,WA,Triangle,3 seconds,V-shaped lights seen in the sky.,42334
11/20/15 11:10,Winsted,CT,Triangle,10 Minutes,In a triangle and was very low and moving very fast.,42334
11/20/15 10:00,rockford,IL,Triangle,5 minutes,Three white triangular objects above cloud ceiling split apart at mach speed 2 times in 5 minutes with light show afterward.,42374
11/20/15 06:00,Erie,PA,Triangle,10-20 seconds,"A very large, dimly lit triangular formation moved silentlly from west to east, blocking the stars behind it as it passed.",42328
11/20/15 00:00,Manassas,VA,Triangle,10-20 seconds,"Was standing on my front porch to smoke and eyeing the moon, when I seen a straight line on lights moving quickly north.",42334
11/19/15 21:02,Cedar Falls,IA,Triangle,7-8,V shaped dark object traveling East SE at approx 250 MPH.,42334
11/19/15 20:30,Ames,IA,Triangle,<1 minute,Gliding V-shaped object with lights,42328
11/19/15 19:50,Pune,,Triangle,2,"Many yellow lights arranged in two angular shape, with significant space in between those light angles",42334
11/19/15 17:00,Cleveland,GA,Triangle,2 hours,I was sitting in a stationary position a few buildings down from the Rite Aid for two hours without movin,42334
11/19/15 00:15,Wichita,KS,Triangle,5-8 seconds,"I was on my porch looking to the north at the stars. Low just above my roof line I saw a fast moving, dim set of lights moving east to",42327
11/19/15 00:00,Nashville,TN,Triangle,2 minutes,Triangle shaped object with yellowish/orange lights flying over middle TN around midnight,42348
11/17/15 19:20,Chardon,OH,Triangle,5+ minutes,Low-flying triangular craft with white lights and red blinking light seen over Chardon,42327
11/16/15 20:08,Horseheads,NY,Triangle,10 minutes,Three red lights hovering in triangular formation over Elmira Heights,42327
11/16/15,Campton,NH,Triangle,15 minutes,The first set I seen. Were three orange little balls about the size of street lamps 1 was to the right to wear to the left.,42348
11/15/15 22:30,Ferguson Falls,MN,Triangle,5 minutes,Black triangle object over highway 3 solid red lights on the corners.,42327
11/15/15 05:20,Reno,NV,Triangle,10 seconds,"Stealth craft, or UFO?",42327
11/15/15 05:20,Reno,NV,Triangle,15 seconds,Black triangle. Only discernible by observing the blotting out of stars. Clearly a very large object.,42348
11/15/15 05:20,Reno,NV,Triangle,15 seconds,Black triangle. Only discernible by observing the blotting out of stars. Clearly a very large object.,42348
11/14/15 19:40,Carroll,IA,Triangle,4 seconds,"Seemingly undetectable triangle craft detected briefly over Carroll, Iowa.",42327
11/14/15 17:30,Portsmouth,VA,Triangle,8 minutes,V-shaped craft.,42327
11/14/15 02:50,Wyoming,MI,Triangle,1 minute,"Swiftly moving lights in a ""V"" shape moving, west to east, on 11/14/15 @ 3am.",42327
11/14/15 01:30,Plaquemine,LA,Triangle,1.5 hours,Orange ball flew across the sky.. Thought it was a shooting star. Kept looking then two more came from another direction. They were a,42327
11/13/15 18:15,Bartlesville,OK,Triangle,1 minute,3 'stars' in a perfect triangle pattern. Lights suddenly disappeared.,42327
11/13/15 11:55,Moberly,MO,Triangle,1 minute,I just happened to look up at the sky to the northeast of Walmart. I saw this triangle shaped craft.,42334
11/11/15 22:12,Great Falls,MT,Triangle,20 seconds,Silent triangular object heading east to west before turning smoothly south and going out of sight. Massive in size with 4 faint orang,42327
11/10/15 20:30,Port St. Lucie,FL,Triangle,5 minutes,Lights on a triangular object moving slow then fast.,42327
11/10/15 19:30,Indianapolis,IN,Triangle,5 minutes,V-shape craft..,42327
11/8/15 17:30,Swain,NY,Triangle,10 minutes,Very Large black slow moving triangle slowly fades then helicopters show up.,42327
11/7/15 23:20,Waukesha,WI,Triangle,4 seconds,2 triangular objects with absolutely no noise moving extremely fast.,42320
11/7/15 23:00,Hobart,IN,Triangle,10 minutes,In a perfect formation; then formed a triangle.,42327
11/7/15 21:30,Batavia,NY,Triangle,5 minutes,"There was a triangular shape that had lights and was flying low, about tree level. ((NUFORC Note: Wife's report. PD))",42327
11/7/15 21:30,Batavia,NY,Triangle,5 minutes,Low flying object with two rows of three to four lights the object was triangular in shape. ((NUFORC Note: Husband's report. PD)),42327
11/7/15 21:15,Lamberton,MN,Triangle,3-5 seconds,Fast Moving Triangle Craft - Two Events,42341
11/7/15 18:30,Sacramento,CA,Triangle,15 minutes,"Object went from S to N, bright light with contrail, obj. seem have several stages. ((NUFORC Note: U. S. Navy missile launch. PD))",42327
11/7/15 18:15,Oceanside,CA,Triangle,15 minutes,Green gas light blob then a series of lights flashing forming into a triangle. ((NUFORC Note: U. S. Navy missile launch. PD)),42327
11/7/15 18:00,Carmel Valley,CA,Triangle,15 minutes,Blue/triangle horizontal light across the sky. ((NUFORC Note: US Navy missile launch. PD)),42320
11/7/15 18:00,Pacifica,CA,Triangle,30 seconds,triangular white light left green cloud behind in the sky 20 minutes ago over pacifica. ((NUFORC Note: US Navy missile launch. PD)),42320
11/7/15 02:22,Waterbury,CT,Triangle,10 minutes,I was watching the star it was a clear night never saw so many star when I noticed a group of 3 stars moving I wached for about 5 minu,42327
11/6/15 18:30,Rancho Cucamonga,CA,Triangle,5 minutes,It was flashing blue lights and red and some times objects close each others and red lights.,42404
11/5/15 19:00,Gardner,ME,Triangle,2 minutes,"UFO seen in a small town in Maine, very bright lights, slow moving object they took off very fast.",42314
11/4/15 03:35,Grand Rapids,MI,Triangle,30 seconds,3 bright white lights in the shape of a triangle - same distance and same size - then formed a straight line and moved east.,42314
11/3/15 21:40,Portland,OR,Triangle,30 seconds,I saw a triangular object with a light trail behind it move REALLY FAST through the sky.,42314
11/3/15 19:30,Seattle,WA,Triangle,4 seconds,Two dark triangles spotted in West Seattle.,42314
11/3/15 19:00,Jersey City,NJ,Triangle,5 seconds,Triangle shaped bright green fast travelling sighting.,42314
11/3/15 18:40,Portland,TN,Triangle,10 minutes,"Solid, dark-gray, triangle-shaped craft that hovered and flew without any sound.",42314
11/2/15 21:00,Madison,WI,Triangle,5 minutes,"Spot light turned off, triangle pattern lights, helicopter noise, dog bark, shooting stars",42327
11/2/15 18:00,Copley,OH,Triangle,3 minutes,Triangular shaped craft with bright lights on all 3 sides observed in the Copley/Medina area.,42314
11/2/15 16:20,Cleveland Heights,OH,Triangle,15 minutes,Triangular neutral-silvery object with 3 circular illuminations in each corner on the underside seen for 15 minutes.,42314
11/1/15 21:05,Eureka,MO,Triangle,1 minute,Large triangle (football field size) craft moving north fairly low & fairly slow. ((anonymous report)),42584
11/1/15 21:00,Farmington,,Triangle,5 minutes,"Three triangles flying north in formation, little or no sound, steady speed. White lights at each point red light in middle.",42314
11/1/15 21:00,Desoto,MO,Triangle,2 minutes,"Triangle shape, size of football field. Red and white lights. Moving slow and low.",42314
11/1/15 19:50,Port St. Lucie,FL,Triangle,15 seconds,Triangle with a dim light at each corner. Each side of the craft was about the length of your little finger at arms length. Traveled,42314
11/1/15 17:15,Dover,NH,Triangle,<1 minute,Three orbs of green light either attached to a large thin triangle shape or flying individually in triangle formation.,42314
11/1/15 03:30,La Crosse,WI,Triangle,2 minutes,Triangle with lights gliding over neighborhood.,42314
10/31/15 20:00,Dell Rapids,SD,Triangle,30 seconds,"Silent, triangular shaped object with no lights!",42314
10/30/15 02:30,West Haven,CT,Triangle,2 hours,Strange light high in the sky over the water several times a week. ((NUFORC Note: Planets in eastern sky? PD)),42314
10/30/15 01:09,Signal Hill,CA,Triangle,45 seconds,Was taking dog out to use restroom as I am waiting I happened to look up and saw a triangle shaped object w/orangeish colored lights.,42314
10/29/15 23:45,Kaufman,TX,Triangle,1-2 minutes,"Black triangular craft seen by truck driver, prior military and law enforcement.",42314
10/29/15 06:36,Tulsa,OK,Triangle,15-20 seconds,Tulsa UFO with amazing flight path at speed.,42314
10/27/15 20:00,West Branch,MI,Triangle,2 minutes,"Looked out window; saw 3 lights in a triangle shape, then disappeared.",42306
10/26/15 20:00,Buffalo,NY,Triangle,0.0715277778,"4 YELLOWISH/ORANGE TRIANGULAR SHAPE OBJECTS IN THE BUFFALO, NY, EAST SIDE SKIES.",42306
10/25/15 20:40,Kalamazoo,MI,Triangle,5 minutes,"It was very bright!! Like fire orange bright, and it had 3 lights all orange in color on the bottom.",42306
10/25/15 01:00,Wethersfield/Cromwell are,CT,Triangle,10 seconds,"Driving south on 91. Bright light in the distance. As we got closer saw it wasn't moving. Got a good look, almost under it.",42306
10/25/15 00:00,McLean,VA,Triangle,,My girlfriend and I have been followed by UFO's for the last couple of weeks.,42314
10/23/15 23:00,Chihlowie,VA,Triangle,6 hours,"I have been followed by a triangular UFO every night for the past week beginning on Wed Oct 23, 2015, I am terrified.",42306
10/23/15 20:20,Aiea,HI,Triangle,1 minute,"Three red lights in triangle formation up in the sky, a little to the right of the direction I was headed in while driving from Pearl C",42306
10/23/15 08:25,Silver Spring,MD,Triangle,1 minute,Metallic triangle with red lights.,42306
10/22/15 20:20,Lafayette,CO,Triangle,7 seconds,"Triangle-shaped grey aircraft seen East of Boulder, CO.",42327
10/22/15 03:00,Harleyville,SC,Triangle,20 minutes,Two triangle craft observed over Harleyville.,42306
10/21/15 22:38,Valley,AL,Triangle,1 minute,"Two white clear rear lights and one single red on bottom farward section (it looked to be round.) Low rumble heard, and saw flying.",42306
10/21/15 12:26,Elcho,WI,Triangle,1 minute,V-like shape craft above Langlade County WI USA,42306
10/21/15 05:00,Suffolk/Chesapeake,VA,Triangle,10 minutes,Black triangle craft seen in Suffolk/Chesapeake Virginia over I-664.,42306
10/19/15 19:25,Gresham,OR,Triangle,,"Triangle shaped craft seen in Gresham, Oregon.",42306
10/18/15 21:15,Cody,WY,Triangle,8 seconds,"V-shaped aircraft with underglow in Cody, WY.",42306
10/17/15 21:15,St. Petersburg,FL,Triangle,10 seconds,Very fast flying rectangle with pulsating bright blue lights flew over Tampa Bay then dove straight into water.,42306
10/17/15 21:15,Tampa,FL,Triangle,10 seconds,"Triangular shape. Dull red lights. I think 3 or more in rear and at least one forward as like a front of vehicle, no flashing lights.",42306
10/17/15 20:45,Mansfield,TX,Triangle,4 seconds,"5 or 6 faded white lights flying same speed for 4 or 5 secs and disappear, no noise at all. Not sure if it was 1 object with 5 lights.",42306
10/17/15 09:34,Oklahoma City,OK,Triangle,15 seconds,Traveling out of Oklahoma City in an empty grass field to my right I was looking and noticed spinning lights. Within seconds the orb li,42306
10/16/15 19:00,Fort Collins,CO,Triangle,7:55pm - 8:34pm,A friend and I noticed three triangular crafts directly overhead.,42306
10/15/15 07:15,Ruffsdale/Mt Pleasant,PA,Triangle,5 minutes,Large object hovering near rt 31 Mt Pleasant Pa,42293
10/14/15 13:30,Bend,OR,Triangle,15,Spinning Triangle appearing to float across the sky.,42293
10/13/15 20:25,Denver,CO,Triangle,12 seconds,Black triangle with five rust colored lights.,42293
10/12/15 23:00,Memphis,TN,Triangle,3 seconds,"I was just outside chilling when I saw a triangular aircraft flying among the clouds. It had 3 white lights, one on each corner, and on",42293
10/12/15 19:00,Gainesville,MO,Triangle,0.7916666667,An hovered object in the sky.,42306
10/12/15 17:00,Indianapolis,IN,Triangle,20 minutes,V-shaped craft on south side of Indy by power plant.,42293
10/11/15 21:00,Carlsbad,CA,Triangle,,Sphere lingering turning into triangle staying around for hours. ((NUFORC Note: Twinkling star?? PD)),42293
10/11/15 00:00,"Edmonton, AB (Canada)",AB,Triangle,0.0625,"Bright orange lights in triangle formation seen low in sky, still and in motion, they made no noise",42306
10/10/15 22:55,Kettering,OH,Triangle,4 minutes,I saw a 4 foot triangular craft with a 1-foot diameter bright white light in the center.. The light flashed on and off seven times.,42447
10/10/15 20:00,Moorpark,CA,Triangle,3 seconds,Silent large v-shaped dimly lit object with 4-5 lights on each side that glided very quickly in sky,42293
10/10/15 03:30,Burleson,TX,Triangle,10 seconds,It was about 3:30 at night me and my g.f. went to her car to smoke... we open the sun roof she looks up.,42293
10/10/15 02:00,Port St. John,FL,Triangle,HOURS,Triangular-shaped ship communicates with other ships in the clouds via lights that look like lightning from the ground but isn't.,42293
10/9/15 21:00,Bridgeton,MI,Triangle,1 hour,Red white and green shape hovering in E sky in CCW motion changing placement randomly. ((NUFORC Note: Star? PD)),42293
10/9/15 20:53,Exeter,NH,Triangle,3 minutes,Triangular craft caught on video.,42566
10/9/15 10:40,Broken Arrow,OK,Triangle,9 minutes,Black triangle ufo off 71st in Broken Arrow,42293
10/9/15 08:01,Kailua,HI,Triangle,15 seconds,"The object came down extremely fast, then shot off into the distant horizon. When it left it made a deep bass rumble.",42293
10/9/15 07:07,Puget Sound (bet Seattle/Bainbridge Island),WA,Triangle,5 minutes,Cloaked aircraft (military?) over Puget Sound between downtown Seattle and Bainbridge Island,42286
10/9/15 03:00,Kamloops (Canada),BC,Triangle,6-7 minutes,Low triangle craft at 500 feet witneseds by 50 people including 3 Royal Canadian Mounted Police,42293
10/9/15 00:00,Longmont,CO,Triangle,10 minutes,"2 triangular flashing lights, one doesn't move at all and the other does",42293
10/8/15 23:00,Martinez,CA,Triangle,1-2 minutes,"Black triangular UFO over Martinez, CA.",42286
10/8/15 22:00,Clinton,MT,Triangle,30 seconds,Large black triangle with dull orange lights.,42286
10/8/15 20:08,Currie,NC,Triangle,2 minutes,V-formation or large red lights the size of a football field flying tree top low and silently.,42314
10/8/15 01:51,Marshall,MI,Triangle,>1 hour,"Very noticeable big bright light that was able to move in a strange manner, unlike the aircraft that was flying towards light.",42286
10/7/15 20:00,Cochrane (Canada),AB,Triangle,20 seconds,UFO that appeared to look like two attached triangles facing downwards shooting through the sky,42334
10/7/15 17:00,Tilton,NH,Triangle,5 minutes,"I was at market basket with my 13 yr, old daughter. When we were done shopping and came outside, we both noticed how awesome the sky w",42320
10/5/15 07:06,Escondido,CA,Triangle,,"(8) black triangular shaped craft, pointing west. Photo shows a formation similar to ducks migrating and (2) circular cloud puffs like",42293
10/4/15 19:00,Centennial,CO,Triangle,20 seconds,Spotted at lower altitude moving south to north over I-25 we initially saw a white strobe as we watched looking east from Dry Creek Rd.,42286
10/4/15 15:30,Kenton,OH,Triangle,15 seconds,no 2 flying objects could follow that perfect path sliding right go straight then sliding left and go straight at that speed then make,42286
10/3/15 20:00,Crescent City,CA,Triangle,5 minutes,"Lights Over Crescent City, California.",42286
10/3/15 03:00,Proctor,MN,Triangle,15 minutes,Slow moving noiseless aircraft with blinking light following it,42286
10/2/15 20:30,Chula Vista,CA,Triangle,20 seconds,"While out front, I saw really bright lights out of the corner of my eye. I looked up at them and saw a triangle shaped object. .",42286
10/1/15 23:16,Dayton,TX,Triangle,10 seconds,"V-type boomerang-shaped ufo, with red lights.",42279
9/30/15 19:30,Lansing,MI,Triangle,20 minutes,Red Lights on a Triangular UFO.,42279
9/28/15 23:17,Hendersom,NV,Triangle,~1 minute,"V-shape/triangle UFO sighting in Henderson and Las Vegas, NV.",42276
9/28/15 21:10,Tacna,AZ,Triangle,~15 seconds,"Brightly lit craft flew and hovered right in front of us, then disappeared.",42276
9/28/15 20:35,York,ME,Triangle,10 minutes,"Triangle bright flashing white light, releasing a red and white pattern craft heading straight up.",42276
9/28/15 00:36,Lincoln,NE,Triangle,~2 hours,I can't believe this craft went undetected for so long!,42286
9/27/15 22:00,Manchester,CT,Triangle,,"""V"" formation of white lights.",42276
9/27/15 21:56,Salem,MA,Triangle,15 seconds,Sighting while watching the eclipse.,42276
9/27/15 21:43,Lincoln,AR,Triangle,35 seconds,A triangle shaped craft with blinking red and blue lights flew at 90 degree angles with stationary lights on the bottom.,42276
9/27/15 20:27,Yucca Valley,CA,Triangle,10 seconds,Massive triangle over Yucca Valley on night of the eclipse.,42286
9/27/15 20:00,Greeley,CO,Triangle,7 seconds,Black triangle.,42276
9/27/15 19:43,Norwalk/Westport (between on Ct 15),CT,Triangle,1 minute,All of the sudden this huge bright object appears from nowhere (V-shape) flying very slow towards the moon,42279
9/27/15 01:45,Loomis,CA,Triangle,30 seconds,I was looking out the kitchen window and my eye caught a huge light flying very low. I continued to watch it and when it flew over the,42276
9/26/15 22:00,Okemos,MI,Triangle,3-4 minutes,"Three Triangle Object passing over Okemos Michigan in procession on a Northwesterly Course with a one minute, then two minute interval.",42279
9/26/15 21:50,Christopher,IL,Triangle,2-3 minutes,"Triangular orange fireball moved vertical 1/4 mi, then horizontally several miles, until disappearing.",42276
9/26/15 19:47,Panama City Beach,FL,Triangle,5 minutes,"I was sitting on the balcony on a condo on the 17th floor at Tidewater Resort, Panama City Beach. I noticed a large object with neon or",42276
9/25/15 19:30,Nashua,NH,Triangle,1 minute,"Triangle craft with lights underneath, hovering in place.",42279
9/25/15 04:20,Manchester,NH,Triangle,30 minutes,"Unusual, silent, triangular yellow light with a separate ""twinkle"" light. ((NUFORC Note: Possibly Venus?? PD))",42272
9/25/15 04:20,Manchester,NH,Triangle,30 minutes,"I had filed a previous report about an incident on 9/25/15. While my bathroom window does face East, and Venus has been visible, there",42293
9/23/15 22:30,Riverview,MI,Triangle,3 minutes,"While sitting outside with my Uncle, I saw a slow moving aircraft moving North along the Detroit River, low in the air. About a half ho",42272
9/23/15 22:00,Cocoa Beach,FL,Triangle,2 minutes,"Flying triangle with dim orange light flying over Cocoa Beach, Florida.",42272
9/23/15 05:54,Nampa,ID,Triangle,1 minute,Triangle shaped object with 3 blinking bright blue lights over Nampa heading towards Boise.,42272
9/22/15 23:30,Salem,IL,Triangle,1 minute,Saw triangle shaped purple green and red UFO on interstate heading from Salem to Luka.,42272
9/21/15 21:30,Waterbury,VT,Triangle,3 minutes,3 lights orange moving switching places to create different shaped triangles two other lights seemed to dart in and out up and down thr,42320
9/20/15 22:00,Allegan,MI,Triangle,1 hour,"Object hovered for over 1 hour flashing red, green, and white lights.",42272
9/20/15 21:04,Birdsboro,PA,Triangle,2 minutes,Brilliant blue and red square shaped object massive size no sound vary low to the ground,42272
9/19/15 23:10,Billings,MT,Triangle,30 seconds,V shaped/triangular low flying object with faint orange circular light patterns composing the V.,42272
9/19/15 04:15,Santa Rosa (Laguna)(Philippines),,Triangle,40 seconds,Transparent triangular-like flying object without light seen,42272
9/17/15 20:56,Baltimore,MD,Triangle,3 minutes,"Large, slow moving aircraft that appeared to be triangular with a bright glowing sphere at the top center, flew over Canton/Baltimore",42272
9/17/15 10:22,La Grande (atop Mt. Emily),OR,Triangle,5 minutes,"While star gazing, I spotted a black triangle overhead flying from East to West.",42276
9/16/15 21:00,Gainesville,MO,Triangle,0.875,Triangle sighting in southern Missouri.,42306
9/16/15 11:42,Minneapolis,MN,Triangle,20 seconds,Black hang glider /triangle shaped object in clear sky moving slowly then turned to the side and disappeared.,42264
9/15/15 00:00,Longboat,FL,Triangle,15,"Lights in a V-shaped pattern, moving odd directions.",42327
9/14/15 22:00,Chardon,OH,Triangle,7 minutes,It wasn't that high up because I could make out a lot of detail. Perfect triangular shape with fainter white lights at all 3 points.,42272
9/14/15 19:00,Imperial Beach,CA,Triangle,45 seconds,"I was walking east on Palm Avenue and a triangle shaped object appeared low flying towards me flying west.

It was moving very slow a",42264
9/13/15 22:15,Bay City,MI,Triangle,3 minutes,One huge dark triangle aircraft flew slowly past my back yard at an unusually low altitude. The craft had green red and blue lights on,42264
9/13/15 14:23,Myrtle Beach,SC,Triangle,5 seconds,Black triangular UFO spotted by airline pilots,42264
9/13/15 13:00,Chicago,IL,Triangle,20 seconds,Black large triangle slowly moving behind Chicago highrises.,42276
9/12/15 21:30,Memphis,TN,Triangle,3 minutes,((HOAX??)) White lights with a black belly in a triangular shape.,42264
9/11/15 22:54,Cicero,IL,Triangle,1 minute,Orange orbs spotted in a triangle formation outside Chicago.,42264
9/11/15 21:55,Leagueville,TX,Triangle,3 minutes,"We were driving down CR 607 and it appeared out of no where.

It flew in a straight line heading west then turned southwards.

Th",42264
9/11/15 21:00,Helena,MT,Triangle,20 seconds,Triangular craft.,42264
9/11/15 19:30,Eisenhower Tunnel (near),CO,Triangle,30 seconds,"This object was triangular shaped. Dark red lights flashed from each corner, hovering above highway.",42264
9/10/15 20:21,Mayflower,AR,Triangle,5 minutes,"UFO witnessed in Mayflower, AR, with brief power outage. 9-10-2015.",42258
9/8/15 21:30,Evans,CO,Triangle,15 seconds,I witnessed 6 dimly lit orange red colored V shaped lights flying in a V-formation.,42258
9/8/15 21:28,Freehold,NJ,Triangle,1 minute,White and orange triangular blinking lights and unusual movement of aircraft heading west.,42258
9/6/15 22:15,Eureka,UT,Triangle,5 seconds,"Black triangular object, quiet steady movement, not very high off ground.",42258
9/6/15 01:15,New Gloucester,ME,Triangle,10 minutes,Bright round lights in triangular form moving very slowly through the sky at 1:15am on 9/6/15.,42258
9/5/15 23:00,New York City (Manhattan),NY,Triangle,5,Multiple Red light objects in sky shaped as triangle formation over Hudson River,42258
9/5/15 19:30,West Springfield,MA,Triangle,10-15 seconds,"White triangle with color balls in each corner, West Springfield.",42320
9/4/15 22:15,Muscatine,IA,Triangle,5 seconds,Triangle shaped pinkish peach lights flying in arrow shape. low lights not bright but still obviously visable!,42258
9/3/15 23:25,Fort Wayne,IN,Triangle,3 minutes,"We were outside and looked up to see what we thought was a satellite, it was moving across the sky pretty fast, My father in law grabbe",42258
9/3/15 20:45,Mesa,AZ,Triangle,10 seconds,"Triangle craft moved slowly and deliberately over the area, was very low, and clearly visible after thunder storm.",42258
9/1/15 22:00,Kitimat,BC,Triangle,5 minutes,Three light triangle moving and revolving slowly.,42258
8/29/15 23:50,Staten Island,NY,Triangle,30 seconds,Red/orange object moving rapidly north by northeast.,42249
8/29/15 21:00,Louisville,OH,Triangle,10 minutes,"Driving home from work and I saw a pinkish light above the tree line over the Trump ave exit in Canton, heading towards Louisville. Th",42249
8/29/15 20:25,Fenton,MO,Triangle,15 seconds,Saw a bright light behind the tree line. It flew forward and I saw it flying over me. It looked like a V or a triangle. It had 4 lights,42249
8/29/15 17:30,Nashua,NH,Triangle,1-2 seconds,I saw a brown triangular object fly at a low altitude and ridiculously high speed.,42249
8/29/15 00:00,Nashua,NH,Triangle,2-3 seconds,"Low hovering triangular aircraft, fast speed and tight turns.",42258
8/27/15 23:08,Hot Springs,AR,Triangle,20 seconds,"Three blinking lights, two red, one yellow, attached to a fast, silent, invisible craft flying very low and steady, headed Southwest.",42249
8/27/15 22:00,Knoxville,TN,Triangle,3 minutes,A white triangular shaped object flew over 25 ft from the ground.,42320
8/27/15 21:25,Sandy,UT,Triangle,10 minutes,My mom was outside smoking and called me out to look at a bright orange light hovering over the East mountains.,42249
8/27/15 09:45,Pea Ridge,AR,Triangle,3 seconds,"BLACK/OPAQUE TRIANGULAR SHAPE...NO LIGHTS AT ALL, NO SOUND",42258
8/26/15 00:01,Nashville,TN,Triangle,15 minutes,About midnight we were driving along I-40 heading east when my girlfriend pointed out a triangle shaped object that was going e,42243
8/26/15 00:01,Nashville,TN,Triangle,15 minutes,"About midnight we were driving along Hwy. 40, going E. I noticed a big triangle shape with red flashing lights. We followed it for a",42243
8/23/15 05:00,Culver City,CA,Triangle,35 minutes,"Triangular object hovering moving slightly, bright white lights with three distinct lights at the corners of the triangle.",42243
8/22/15 22:15,Macomb Township,MI,Triangle,5-10 minutes,3 equally sided UFO with orange lights with two white lighted crafts next to it.,42243
8/22/15 21:00,Wasaga Beach (Canada),ON,Triangle,5-6 minutes,V-shaped object adorned with static red lights crossed sky before suddenly disappearing.,42243
8/22/15 19:00,Smyrna,DE,Triangle,20 minutes,Very bright Triangle/U shaped light.,42243
8/22/15 00:38,Glenarm,IL,Triangle,60 seconds,Brighter Mars red lights horizontal to ground.,42243
8/21/15 23:45,Keokuk,IA,Triangle,3-5 hours,"Triangle UFO, two airplanes, other UFO, two trails away from triangle UFO",42243
8/21/15 23:25,Poynette,WI,Triangle,30 seconds,"Triangle craft with absolutely no sound traveling slow and low. 6 glowing lights, 3 of which were larger on each end of the triangle.",42243
8/21/15 23:20,Bellevue,NE,Triangle,3 minutes,"Large triangular shaped object, estimated to be 500-750 ft across, gold colored, moving slowly, no sound.",42243
8/21/15 20:55,Saint Petersburg,FL,Triangle,3 minutes,"Stationary, hovering triangular craft with lights.",42243
8/20/15 21:30,Palm Springs,FL,Triangle,10 minutes,Triangular shaped aircraft flying in an irregular pattern.,42243
8/19/15 23:00,York,ME,Triangle,10,"Blinding white orb emerging closer, opening up into a triangle as it flew overhead, with pulsating red and green lights.",42243
8/19/15 22:20,Princeton,NJ,Triangle,5-7 minutes,"Black triangle over Princeton, NJ.",42243
8/18/15 22:00,Chillicothe,OH,Triangle,10 seconds,Amber colored lights in triangle pattern with smaller light in center.,42243
8/18/15 21:25,Breaks,VA,Triangle,10 minutes,"Three objects saw over Breaks, VA.",42243
8/18/15 20:00,Eastham,MA,Triangle,1 hour,Large elongated triangle configuration of three lights in erratic movement over Nauset Light Beach 8-9 pm,42243
8/17/15 22:30,Lugoff,SC,Triangle,1 minute,Triangle shape with green orange and red lights.,42243
8/15/15 23:00,Valley Center,KS,Triangle,20 minutes,Triangular UFO observed at low altitude and chased for several miles.,42404
8/15/15 22:00,Cincinnati,OH,Triangle,2 minutes,Triangular craft with 2 big bright red lights.,42243
8/15/15 21:10,Fenton,MO,Triangle,45 seconds,I was outside in my backyard I looked east above the treeline.What I witness was bright bluish white lights appear flashing brightly it,42243
8/13/15 22:30,Joliette (Canada),QC,Triangle,10 seconds,Silent and fast triangle heading from east to west at low altitude,42243
