,  Location,     Time,     Truth
4018, NORTHWEST,    NIGHT,  FIREBALL
4019,     SOUTH,    NIGHT,  FIREBALL
4020,   MIDWEST,    NIGHT,  FIREBALL
4021,      WEST,    NIGHT,  FIREBALL
4022,   MIDWEST,    NIGHT,  FIREBALL
4023, NORTHWEST,    NIGHT,  FIREBALL
4024,   MIDWEST,    NIGHT,  FIREBALL
4025,   MIDWEST,    NIGHT,  FIREBALL
4026,   MIDWEST,    NIGHT,  FIREBALL
4027,   MIDWEST,    NIGHT,  FIREBALL
4028, NORTHWEST,    NIGHT,  FIREBALL
4029, NORTHWEST,    NIGHT,  FIREBALL
4030,     SOUTH,    NIGHT,  FIREBALL
4031,   MIDWEST,    NIGHT,  FIREBALL
4032,   MIDWEST,    NIGHT,  FIREBALL
4033,   MIDWEST,    NIGHT,  FIREBALL
4034,   MIDWEST,    NIGHT,  FIREBALL
4035, NORTHWEST,    NIGHT,  FIREBALL
4036,      WEST,    NIGHT,  FIREBALL
4037,   MIDWEST,    NIGHT,  FIREBALL
4038,      WEST,    NIGHT,  FIREBALL
4039, NORTHWEST,    NIGHT,  FIREBALL
4040,     SOUTH,  MORNING,  FIREBALL
4041, NORTHWEST,    NIGHT,  FIREBALL
4042,     SOUTH,    NIGHT,  FIREBALL
4043,     SOUTH,    NIGHT,  FIREBALL
4044,     SOUTH,    NIGHT,  FIREBALL
4045,   MIDWEST,    NIGHT,  FIREBALL
4046,   MIDWEST,    NIGHT,  FIREBALL
4047, NORTHWEST,    NIGHT,  FIREBALL
4048,      WEST,    NIGHT,  FIREBALL
4049,     SOUTH,    NIGHT,  FIREBALL
4050,     SOUTH,    NIGHT,  FIREBALL
4051,   MIDWEST,    NIGHT,  FIREBALL
4052, NORTHWEST,    NIGHT,  FIREBALL
4053,      WEST,    NIGHT,  FIREBALL
4054,   MIDWEST,    NIGHT,  FIREBALL
4055,   MIDWEST,    NIGHT,  FIREBALL
4056,      WEST,    NIGHT,  FIREBALL
4057,   MIDWEST,    NIGHT,  FIREBALL
4058,   MIDWEST,    NIGHT,  FIREBALL
4059,   MIDWEST,    NIGHT,  FIREBALL
4060,     SOUTH,    NIGHT,  FIREBALL
4061,   MIDWEST,    NIGHT,  FIREBALL
4062,     SOUTH,    NIGHT,  FIREBALL
4063,   MIDWEST,    NIGHT,  FIREBALL
4064, NORTHWEST,    NIGHT,  FIREBALL
4065,      WEST,    NIGHT,  FIREBALL
4066, NORTHWEST,    NIGHT,  FIREBALL
4067, NORTHWEST,    NIGHT,  FIREBALL
4068, NORTHWEST,    NIGHT,  FIREBALL
4069, NORTHWEST,    NIGHT,  FIREBALL
4070,   MIDWEST,    NIGHT,  FIREBALL
4071, NORTHWEST,    NIGHT,  FIREBALL
4072, NORTHWEST,    NIGHT,  FIREBALL
4073, NORTHWEST,    NIGHT,  FIREBALL
4074,     SOUTH,    NIGHT,  FIREBALL
4075,     SOUTH,    NIGHT,  FIREBALL
4076, NORTHWEST,    NIGHT,  FIREBALL
4077,   MIDWEST,    NIGHT,  FIREBALL
4078, NORTHWEST,    NIGHT,  FIREBALL
4079, NORTHWEST,    NIGHT,  FIREBALL
4080,      WEST,    NIGHT,  FIREBALL
4081, NORTHWEST,  MORNING,  FIREBALL
4082,   MIDWEST,    NIGHT,  FIREBALL
4083, NORTHWEST,    NIGHT,  FIREBALL
4084,   MIDWEST,    NIGHT,  FIREBALL
4085,     SOUTH,    NIGHT,  FIREBALL
4086, NORTHWEST,    NIGHT,  FIREBALL
4087,   MIDWEST,    NIGHT,  FIREBALL
4088,   MIDWEST,    NIGHT,  FIREBALL
4089,   MIDWEST,    NIGHT,  FIREBALL
4090,   MIDWEST,    NIGHT,  FIREBALL
4091,      WEST,  MORNING,  FIREBALL
4092,      WEST,    NIGHT,  FIREBALL
4093,     SOUTH,    NIGHT,  FIREBALL
4094, NORTHWEST,    NIGHT,  FIREBALL
4095,      WEST,    NIGHT,  FIREBALL
4096,      WEST,    NIGHT,  FIREBALL
4097,      WEST,    NIGHT,  FIREBALL
4098,     SOUTH,    NIGHT,  FIREBALL
4099, NORTHWEST,    NIGHT,  FIREBALL
4100,     SOUTH,    NIGHT,  FIREBALL
4101,     SOUTH,    NIGHT,  FIREBALL
4102,     SOUTH,    NIGHT,  FIREBALL
4103,     SOUTH,    NIGHT,  FIREBALL
4104,   MIDWEST,    NIGHT,  FIREBALL
4105,   MIDWEST,    NIGHT,  FIREBALL
4106, NORTHWEST,    NIGHT,  FIREBALL
4107,   MIDWEST,    NIGHT,  FIREBALL
4108,      WEST,    NIGHT,  FIREBALL
4109,     SOUTH,    NIGHT,  FIREBALL
4110, NORTHWEST,    NIGHT,  FIREBALL
4111,   MIDWEST,    NIGHT,  FIREBALL
4112,     SOUTH,    NIGHT,  FIREBALL
4113,     SOUTH,    NIGHT,  FIREBALL
4114, NORTHWEST,    NIGHT,  FIREBALL
4115,      WEST,    NIGHT,  FIREBALL
4116,   MIDWEST,    NIGHT,  FIREBALL
4117,      WEST,    NIGHT,  FIREBALL
4118, NORTHWEST,    NIGHT,  FIREBALL
4119,   MIDWEST,    NIGHT,  FIREBALL
4120, NORTHWEST,    NIGHT,  FIREBALL
4121,   MIDWEST,    NIGHT,  FIREBALL
4122,   MIDWEST,    NIGHT,  FIREBALL
4123,   MIDWEST,    NIGHT,  FIREBALL
4124,     SOUTH,    NIGHT,  FIREBALL
4125,   MIDWEST,    NIGHT,  FIREBALL
4126,     SOUTH,    NIGHT,  FIREBALL
4127,   MIDWEST,    NIGHT,  FIREBALL
4128, NORTHWEST,    NIGHT,  FIREBALL
4129, NORTHWEST,    NIGHT,  FIREBALL
4130, NORTHWEST,  MORNING,  FIREBALL
4131,     SOUTH,    NIGHT,  FIREBALL
4132,   MIDWEST,    NIGHT,  FIREBALL
4133,     SOUTH,    NIGHT,  FIREBALL
4134,     SOUTH,    NIGHT,  FIREBALL
4135,   MIDWEST,    NIGHT,  FIREBALL
4136, NORTHWEST,    NIGHT,  FIREBALL
4137,   MIDWEST,  MORNING,  FIREBALL
4138, NORTHWEST,    NIGHT,  FIREBALL
4139,     SOUTH,    NIGHT,  FIREBALL
4140,   MIDWEST,    NIGHT,  FIREBALL
4141,     SOUTH,    NIGHT,  FIREBALL
4142,   MIDWEST,    NIGHT,  FIREBALL
4143,      WEST,    NIGHT,  FIREBALL
4144, NORTHWEST,    NIGHT,  FIREBALL
4145,   MIDWEST,    NIGHT,  FIREBALL
4146,   MIDWEST,    NIGHT,  FIREBALL
4147,   MIDWEST,    NIGHT,  FIREBALL
4148,     SOUTH,    NIGHT,  FIREBALL
4149,      WEST,    NIGHT,  FIREBALL
4150,      WEST,    NIGHT,  FIREBALL
4151, NORTHWEST,    NIGHT,  FIREBALL
4152,   MIDWEST,    NIGHT,  FIREBALL
4153,   MIDWEST,    NIGHT,  FIREBALL
4154,      WEST,    NIGHT,  FIREBALL
4155,   MIDWEST,    NIGHT,  FIREBALL
4156,   MIDWEST,    NIGHT,  FIREBALL
4157,   MIDWEST,    NIGHT,  FIREBALL
4158,   MIDWEST,    NIGHT,  FIREBALL
4159, NORTHWEST,    NIGHT,  FIREBALL
4160, NORTHWEST,    NIGHT,  FIREBALL
4161,     SOUTH,    NIGHT,  FIREBALL
4162,   MIDWEST,    NIGHT,  FIREBALL
4163,   MIDWEST,    NIGHT,  FIREBALL
4164,   MIDWEST,    NIGHT,  FIREBALL
4165,     SOUTH,    NIGHT,  FIREBALL
4166,      WEST,    NIGHT,  FIREBALL
4167,      WEST,    NIGHT,  FIREBALL
4168,   MIDWEST,    NIGHT,  FIREBALL
4169,   MIDWEST,    NIGHT,  FIREBALL
4170,     SOUTH,    NIGHT,  FIREBALL
4171,   MIDWEST,    NIGHT,  FIREBALL
4172,     SOUTH,    NIGHT,  FIREBALL
4173,     SOUTH,    NIGHT,  FIREBALL
4174, NORTHWEST,    NIGHT,  FIREBALL
4175,   MIDWEST,    NIGHT,  FIREBALL
4176,      WEST,    NIGHT,  FIREBALL
4177,   MIDWEST,    NIGHT,  FIREBALL
4178, NORTHWEST,  MORNING,  FIREBALL
4179,   MIDWEST,    NIGHT,  FIREBALL
4180,      WEST,    NIGHT,  FIREBALL
4181,   MIDWEST,    NIGHT,  FIREBALL
4182,      WEST,    NIGHT,  FIREBALL
4183,   MIDWEST,    NIGHT,  FIREBALL
4184, NORTHWEST,    NIGHT,  FIREBALL
4185,      WEST,    NIGHT,  FIREBALL
4186,   MIDWEST,    NIGHT,  FIREBALL
4187,      WEST,    NIGHT,  FIREBALL
4188,      WEST,    NIGHT,  FIREBALL
4189,     SOUTH,    NIGHT,  FIREBALL
4190,      WEST,    NIGHT,  FIREBALL
4191,   MIDWEST,    NIGHT,  FIREBALL
4192,   MIDWEST,    NIGHT,  FIREBALL
4193,     SOUTH,    NIGHT,  FIREBALL
4194, NORTHWEST,    NIGHT,  FIREBALL
4195,      WEST,    NIGHT,  FIREBALL
4196,   MIDWEST,AFTERNOON,  FIREBALL
4197,   MIDWEST,    NIGHT,  FIREBALL
4198,   MIDWEST,    NIGHT,  FIREBALL
4199,     SOUTH,    NIGHT,  FIREBALL
4200,   MIDWEST,    NIGHT,  FIREBALL
4201, NORTHWEST,    NIGHT,  FIREBALL
4202,   MIDWEST,    NIGHT,  FIREBALL
4203,   MIDWEST,    NIGHT,  FIREBALL
4204,   MIDWEST,    NIGHT,  FIREBALL
4205,     SOUTH,    NIGHT,  FIREBALL
4206,      WEST,    NIGHT,  FIREBALL
4207,     SOUTH,    NIGHT,  FIREBALL
4208,   MIDWEST,    NIGHT,  FIREBALL
4209,   MIDWEST,AFTERNOON,  FIREBALL
4210,      WEST,    NIGHT,  FIREBALL
4211, NORTHWEST,    NIGHT,  FIREBALL
4212, NORTHWEST,    NIGHT,  FIREBALL
4213, NORTHWEST,AFTERNOON,  FIREBALL
4214, NORTHWEST,    NIGHT,  FIREBALL
4215, NORTHWEST,    NIGHT,  FIREBALL
4216,     SOUTH,    NIGHT,  FIREBALL
4217,      WEST,    NIGHT,  FIREBALL
4218,     SOUTH,    NIGHT,  FIREBALL
4219, NORTHWEST,    NIGHT,  FIREBALL
4220,   MIDWEST,    NIGHT,  FIREBALL
4221,      WEST,    NIGHT,  FIREBALL
4222,     SOUTH,    NIGHT,  FIREBALL
4223, NORTHWEST,    NIGHT,  FIREBALL
4224, NORTHWEST,    NIGHT,  FIREBALL
4225,      WEST,    NIGHT,  FIREBALL
4226,     SOUTH,  MORNING,  FIREBALL
4227,     SOUTH,    NIGHT,  FIREBALL
4228, NORTHWEST,    NIGHT,  FIREBALL
4229,   MIDWEST,    NIGHT,  FIREBALL
4230,      WEST,  MORNING,  FIREBALL
4231,   MIDWEST,    NIGHT,  FIREBALL
4232,      WEST,    NIGHT,  FIREBALL
4233, NORTHWEST,    NIGHT,  FIREBALL
4234,   MIDWEST,    NIGHT,  FIREBALL
4235,   MIDWEST,    NIGHT,  FIREBALL
4236, NORTHWEST,    NIGHT,  FIREBALL
4237,   MIDWEST,    NIGHT,  FIREBALL
4238,     SOUTH,  MORNING,  FIREBALL
4239,   MIDWEST,    NIGHT,  FIREBALL
4240,     SOUTH,AFTERNOON,  FIREBALL
4241,     SOUTH,AFTERNOON,  FIREBALL
4242,     SOUTH,    NIGHT,  FIREBALL
4243,      WEST,    NIGHT,  FIREBALL
4244,   MIDWEST,    NIGHT,  FIREBALL
4245,   MIDWEST,    NIGHT,  FIREBALL
4246,     SOUTH,    NIGHT,  FIREBALL
4247,      WEST,    NIGHT,  FIREBALL
4248,   MIDWEST,    NIGHT,  FIREBALL
4249,      WEST,    NIGHT,  FIREBALL
4250,     SOUTH,    NIGHT,  FIREBALL
4251, NORTHWEST,    NIGHT,  FIREBALL
4252,      WEST,  MORNING,  FIREBALL
4253,      WEST,    NIGHT,  FIREBALL
4254,   MIDWEST,    NIGHT,  FIREBALL
4255,     SOUTH,    NIGHT,  FIREBALL
4256,     SOUTH,    NIGHT,  FIREBALL
4257,     SOUTH,    NIGHT,  FIREBALL
4258,     SOUTH,    NIGHT,  FIREBALL
4259,      WEST,    NIGHT,  FIREBALL
4260,     SOUTH,    NIGHT,  FIREBALL
4261,     SOUTH,    NIGHT,  FIREBALL
4262,   MIDWEST,    NIGHT,  FIREBALL
4263,      WEST,  MORNING,  FIREBALL
4264,     SOUTH,    NIGHT,  FIREBALL
4265, NORTHWEST,    NIGHT,  FIREBALL
4266,      WEST,    NIGHT,  FIREBALL
4267,      WEST,    NIGHT,  FIREBALL
4268,      WEST,    NIGHT,  FIREBALL
4269,      WEST,    NIGHT,  FIREBALL
4270,     SOUTH,    NIGHT,  FIREBALL
4271,      WEST,    NIGHT,  FIREBALL
4272,     SOUTH,  MORNING,  FIREBALL
4273,     SOUTH,    NIGHT,  FIREBALL
4274,     SOUTH,    NIGHT,  FIREBALL
4275,     SOUTH,    NIGHT,  FIREBALL
4276,   MIDWEST,    NIGHT,  FIREBALL
4277,      WEST,    NIGHT,  FIREBALL
4278,      WEST,    NIGHT,  FIREBALL
4279,      WEST,    NIGHT,  FIREBALL
4280,   MIDWEST,AFTERNOON,  FIREBALL
4281,      WEST,AFTERNOON,  FIREBALL
4282,      WEST,    NIGHT,  FIREBALL
4283,      WEST,    NIGHT,  FIREBALL
4284,   MIDWEST,    NIGHT,  FIREBALL
4285,     SOUTH,    NIGHT,  FIREBALL
4286,   MIDWEST,AFTERNOON,  FIREBALL
4287,      WEST,    NIGHT,  FIREBALL
4288,     SOUTH,    NIGHT,  FIREBALL
4289,      WEST,    NIGHT,  FIREBALL
4290,     SOUTH,    NIGHT,  FIREBALL
4291,     SOUTH,  MORNING,  FIREBALL
4292,     SOUTH,    NIGHT,  FIREBALL
4293,      WEST,    NIGHT,  FIREBALL
4294,   MIDWEST,    NIGHT,  FIREBALL
4295,      WEST,    NIGHT,  FIREBALL
4296,      WEST,    NIGHT,  FIREBALL
4297,      WEST,    NIGHT,  FIREBALL
4298,     SOUTH,    NIGHT,  FIREBALL
4299,     SOUTH,    NIGHT,  FIREBALL
4300, NORTHWEST,    NIGHT,  FIREBALL
4301,      WEST,    NIGHT,  FIREBALL
4302,      WEST,    NIGHT,  FIREBALL
4303, NORTHWEST,    NIGHT,  FIREBALL
4304, NORTHWEST,AFTERNOON,  FIREBALL
4305,   MIDWEST,    NIGHT,  FIREBALL
4306,     SOUTH,    NIGHT,  FIREBALL
4307,      WEST,    NIGHT,  FIREBALL
4308, NORTHWEST,    NIGHT,  FIREBALL
4309, NORTHWEST,    NIGHT,  FIREBALL
4310,   MIDWEST,    NIGHT,  FIREBALL
4311,      WEST,  MORNING,  FIREBALL
4312,     SOUTH,    NIGHT,  FIREBALL
4313, NORTHWEST,    NIGHT,  FIREBALL
4314,     SOUTH,    NIGHT,  FIREBALL
4315,     SOUTH,    NIGHT,  FIREBALL
4316,      WEST,    NIGHT,  FIREBALL
4317,      WEST,    NIGHT,  FIREBALL
4318,      WEST,    NIGHT,  FIREBALL
4319,      WEST,    NIGHT,  FIREBALL
4320,      WEST,    NIGHT,  FIREBALL
4321,      WEST,    NIGHT,  FIREBALL
4322,      WEST,    NIGHT,  FIREBALL
4323,      WEST,    NIGHT,  FIREBALL
4324, NORTHWEST,    NIGHT,  FIREBALL
4325,   MIDWEST,    NIGHT,  FIREBALL
4326,   MIDWEST,AFTERNOON,  FIREBALL
4327,      WEST,    NIGHT,  FIREBALL
4328, NORTHWEST,    NIGHT,  FIREBALL
4329,   MIDWEST,    NIGHT,  FIREBALL
4330,   MIDWEST,    NIGHT,  FIREBALL
4331,      WEST,    NIGHT,  FIREBALL
4332,      WEST,    NIGHT,  FIREBALL
4333,     SOUTH,    NIGHT,  FIREBALL
4334, NORTHWEST,    NIGHT,  FIREBALL
4335, NORTHWEST,    NIGHT,  FIREBALL
4336,     SOUTH,    NIGHT,  FIREBALL
4337,      WEST,    NIGHT,  FIREBALL
4338, NORTHWEST,    NIGHT,  FIREBALL
4339,   MIDWEST,    NIGHT,  FIREBALL
4340,      WEST,    NIGHT,  FIREBALL
4341, NORTHWEST,    NIGHT,  FIREBALL
4342,     SOUTH,    NIGHT,  FIREBALL
4343, NORTHWEST,    NIGHT,  FIREBALL
4344,      WEST,AFTERNOON,  FIREBALL
4345,      WEST,    NIGHT,  FIREBALL
4346,   MIDWEST,    NIGHT,  FIREBALL
4347, NORTHWEST,    NIGHT,  FIREBALL
4348,     SOUTH,    NIGHT,  FIREBALL
4349,     SOUTH,AFTERNOON,  FIREBALL
4350,      WEST,    NIGHT,  FIREBALL
4351,   MIDWEST,    NIGHT,  FIREBALL
4352,      WEST,    NIGHT,  FIREBALL
4353,      WEST,    NIGHT,  FIREBALL
4354, NORTHWEST,    NIGHT,  FIREBALL
4355,   MIDWEST,AFTERNOON,  FIREBALL
4356,   MIDWEST,    NIGHT,  FIREBALL
4357,   MIDWEST,    NIGHT,  FIREBALL
4358, NORTHWEST,    NIGHT,  FIREBALL
4359,      WEST,AFTERNOON,  FIREBALL
4360,     SOUTH,    NIGHT,  FIREBALL
4361,     SOUTH,AFTERNOON,  FIREBALL
4362,   MIDWEST,    NIGHT,  FIREBALL
4363,   MIDWEST,    NIGHT,  FIREBALL
4364,   MIDWEST,    NIGHT,  FIREBALL
4365,      WEST,    NIGHT,  FIREBALL
4366,      WEST,  MORNING,  FIREBALL
4367,     SOUTH,    NIGHT,  FIREBALL
4368,     SOUTH,    NIGHT,  FIREBALL
4369,      WEST,    NIGHT,  FIREBALL
4370,      WEST,    NIGHT,  FIREBALL
4371,      WEST,    NIGHT,  FIREBALL
4372,     SOUTH,    NIGHT,  FIREBALL
4373,      WEST,    NIGHT,  FIREBALL
4374, NORTHWEST,    NIGHT,  FIREBALL
4375, NORTHWEST,    NIGHT,  FIREBALL
4376,   MIDWEST,    NIGHT,  FIREBALL
4377, NORTHWEST,    NIGHT,  FIREBALL
4378,     SOUTH,    NIGHT,  FIREBALL
4379, NORTHWEST,    NIGHT,  FIREBALL
4380,     SOUTH,    NIGHT,  FIREBALL
4381,     SOUTH,    NIGHT,  FIREBALL
4382,   MIDWEST,    NIGHT,  FIREBALL
4383,     SOUTH,    NIGHT,  FIREBALL
4384,      WEST,    NIGHT,  FIREBALL
4385,      WEST,    NIGHT,  FIREBALL
4386,      WEST,    NIGHT,  FIREBALL
4387,   MIDWEST,    NIGHT,  FIREBALL
4388, NORTHWEST,    NIGHT,  FIREBALL
4389,   MIDWEST,    NIGHT,  FIREBALL
4390, NORTHWEST,    NIGHT,  FIREBALL
4391,     SOUTH,    NIGHT,  FIREBALL
4392,   MIDWEST,    NIGHT,  FIREBALL
4393,     SOUTH,    NIGHT,  FIREBALL
4394,     SOUTH,  MORNING,  FIREBALL
4395,      WEST,    NIGHT,  FIREBALL
4396,      WEST,    NIGHT,  FIREBALL
4397,     SOUTH,AFTERNOON,  FIREBALL
4398,      WEST,    NIGHT,  FIREBALL
4399, NORTHWEST,    NIGHT,  FIREBALL
4400, NORTHWEST,    NIGHT,  FIREBALL
4401,      WEST,    NIGHT,  FIREBALL
4402,      WEST,    NIGHT,  FIREBALL
4403, NORTHWEST,  MORNING,  FIREBALL
4404,      WEST,    NIGHT,  FIREBALL
4405,      WEST,    NIGHT,  FIREBALL
4406,      WEST,    NIGHT,  FIREBALL
4407,      WEST,    NIGHT,  FIREBALL
4408,      WEST,    NIGHT,  FIREBALL
4409,   MIDWEST,    NIGHT,  FIREBALL
4410, NORTHWEST,    NIGHT,  FIREBALL
4411, NORTHWEST,    NIGHT,  FIREBALL
4412,     SOUTH,    NIGHT,  FIREBALL
4413,   MIDWEST,    NIGHT,  FIREBALL
4414,     SOUTH,    NIGHT,  FIREBALL
4415,   MIDWEST,    NIGHT,  FIREBALL
4416, NORTHWEST,    NIGHT,  FIREBALL
4417, NORTHWEST,    NIGHT,  FIREBALL
4418,      WEST,    NIGHT,  FIREBALL
4419, NORTHWEST,    NIGHT,  FIREBALL
4420,   MIDWEST,    NIGHT,  FIREBALL
4421,     SOUTH,    NIGHT,  FIREBALL
4422, NORTHWEST,    NIGHT,  FIREBALL
4423,   MIDWEST,    NIGHT,  FIREBALL
4424,   MIDWEST,    NIGHT,  FIREBALL
4425,   MIDWEST,    NIGHT,  FIREBALL
4426,     SOUTH,    NIGHT,  FIREBALL
4427,   MIDWEST,  MORNING,  FIREBALL
4428, NORTHWEST,    NIGHT,  FIREBALL
4429,     SOUTH,    NIGHT,  FIREBALL
4430,     SOUTH,    NIGHT,  FIREBALL
4431,      WEST,    NIGHT,  FIREBALL
4432,   MIDWEST,    NIGHT,  FIREBALL
4433,      WEST,    NIGHT,  FIREBALL
4434, NORTHWEST,  MORNING,  FIREBALL
4435,     SOUTH,  MORNING,  FIREBALL
4436,      WEST,  MORNING,  FIREBALL
4437,   MIDWEST,    NIGHT,  FIREBALL
4438,     SOUTH,    NIGHT,  FIREBALL
4439,      WEST,    NIGHT,  FIREBALL
4440,      WEST,    NIGHT,  FIREBALL
4441,      WEST,AFTERNOON,  FIREBALL
4442,     SOUTH,    NIGHT,  FIREBALL
4443, NORTHWEST,    NIGHT,  FIREBALL
4444,   MIDWEST,    NIGHT,  FIREBALL
4445,      WEST,    NIGHT,  FIREBALL
4446,   MIDWEST,    NIGHT,  FIREBALL
4447,      WEST,    NIGHT,  FIREBALL
4448,   MIDWEST,    NIGHT,  FIREBALL
4449,      WEST,    NIGHT,  FIREBALL
4450, NORTHWEST,    NIGHT,  FIREBALL
4451,      WEST,    NIGHT,  FIREBALL
4452,   MIDWEST,    NIGHT,  FIREBALL
4453,     SOUTH,    NIGHT,  FIREBALL
4454,   MIDWEST,    NIGHT,  FIREBALL
4455, NORTHWEST,    NIGHT,  FIREBALL
4456,     SOUTH,    NIGHT,  FIREBALL
4457,   MIDWEST,    NIGHT,  FIREBALL
4458,   MIDWEST,    NIGHT,  FIREBALL
4459,      WEST,    NIGHT,  FIREBALL
4460,   MIDWEST,    NIGHT,  FIREBALL
4461,      WEST,    NIGHT,  FIREBALL
4462,      WEST,    NIGHT,  FIREBALL
4463,   MIDWEST,    NIGHT,  FIREBALL
4464,   MIDWEST,    NIGHT,  FIREBALL
4465,   MIDWEST,    NIGHT,  FIREBALL
4466,      WEST,    NIGHT,  FIREBALL
4467,      WEST,    NIGHT,  FIREBALL
4468,   MIDWEST,    NIGHT,  FIREBALL
4469,      WEST,    NIGHT,  FIREBALL
4470,   MIDWEST,  MORNING,  FIREBALL
4471,      WEST,    NIGHT,  FIREBALL
4472,   MIDWEST,    NIGHT,  FIREBALL
4473,     SOUTH,    NIGHT,  FIREBALL
4474,     SOUTH,    NIGHT,  FIREBALL
4475,      WEST,  MORNING,  FIREBALL
4476,     SOUTH,    NIGHT,  FIREBALL
4477,      WEST,    NIGHT,  FIREBALL
4478,   MIDWEST,    NIGHT,  FIREBALL
4479, NORTHWEST,    NIGHT,  FIREBALL
4480,      WEST,    NIGHT,  FIREBALL
4481,   MIDWEST,    NIGHT,  FIREBALL
4482,     SOUTH,    NIGHT,  FIREBALL
4483,   MIDWEST,    NIGHT,  FIREBALL
4484,     SOUTH,    NIGHT,  FIREBALL
4485,     SOUTH,    NIGHT,  FIREBALL
4486,     SOUTH,    NIGHT,  FIREBALL
4487,      WEST,    NIGHT,  FIREBALL
4488,   MIDWEST,    NIGHT,  FIREBALL
4489,   MIDWEST,    NIGHT,  FIREBALL
4490,      WEST,  MORNING,  FIREBALL
4491,   MIDWEST,    NIGHT,  FIREBALL
4492,     SOUTH,    NIGHT,  FIREBALL
4493,   MIDWEST,    NIGHT,  FIREBALL
4494,      WEST,    NIGHT,  FIREBALL
4495,   MIDWEST,    NIGHT,  FIREBALL
4496, NORTHWEST,    NIGHT,  FIREBALL
4497,      WEST,    NIGHT,  FIREBALL
4498, NORTHWEST,    NIGHT,  FIREBALL
4499,     SOUTH,    NIGHT,  FIREBALL
4500,   MIDWEST,    NIGHT,  FIREBALL
4501,      WEST,    NIGHT,  FIREBALL
4502,   MIDWEST,    NIGHT,  FIREBALL
4503,     SOUTH,    NIGHT,  FIREBALL
4504,      WEST,    NIGHT,  FIREBALL
4505,   MIDWEST,    NIGHT,  FIREBALL
4506,   MIDWEST,    NIGHT,  FIREBALL
4507, NORTHWEST,    NIGHT,  FIREBALL
4508,     SOUTH,    NIGHT,  FIREBALL
4509, NORTHWEST,    NIGHT,  FIREBALL
4510, NORTHWEST,    NIGHT,  FIREBALL
4511,   MIDWEST,    NIGHT,  FIREBALL
4512,     SOUTH,    NIGHT,  FIREBALL
4513,      WEST,    NIGHT,  FIREBALL
4514, NORTHWEST,    NIGHT,  FIREBALL
4515,      WEST,    NIGHT,  FIREBALL
4516,      WEST,    NIGHT,  FIREBALL
4517,   MIDWEST,    NIGHT,  FIREBALL
4518,   MIDWEST,    NIGHT,  FIREBALL
4519,   MIDWEST,    NIGHT,  FIREBALL
4520,   MIDWEST,    NIGHT,  FIREBALL
4521,   MIDWEST,    NIGHT,  FIREBALL
4522,   MIDWEST,    NIGHT,  FIREBALL
4523,      WEST,    NIGHT,  FIREBALL
4524,      WEST,    NIGHT,  FIREBALL
4525, NORTHWEST,    NIGHT,  FIREBALL
4526,   MIDWEST,    NIGHT,  FIREBALL
4527,   MIDWEST,    NIGHT,  FIREBALL
4528,   MIDWEST,    NIGHT,  FIREBALL
4529,   MIDWEST,    NIGHT,  FIREBALL
4530,     SOUTH,    NIGHT,  FIREBALL
4531,   MIDWEST,    NIGHT,  FIREBALL
4532,      WEST,    NIGHT,  FIREBALL
4533,   MIDWEST,    NIGHT,  FIREBALL
4534,      WEST,    NIGHT,  FIREBALL
4535, NORTHWEST,    NIGHT,  FIREBALL
4536,     SOUTH,    NIGHT,  FIREBALL
4537,      WEST,    NIGHT,  FIREBALL
4538,     SOUTH,    NIGHT,  FIREBALL
4539,     SOUTH,    NIGHT,  FIREBALL
4540, NORTHWEST,    NIGHT,  FIREBALL
4541,   MIDWEST,    NIGHT,  FIREBALL
4542,   MIDWEST,    NIGHT,  FIREBALL
4543,     SOUTH,    NIGHT,  FIREBALL
4544,   MIDWEST,    NIGHT,  FIREBALL
4545,   MIDWEST,    NIGHT,  FIREBALL
4546,     SOUTH,    NIGHT,  FIREBALL
4547, NORTHWEST,    NIGHT,  FIREBALL
4548,     SOUTH,    NIGHT,  FIREBALL
4549,   MIDWEST,    NIGHT,  FIREBALL
4550,     SOUTH,    NIGHT,  FIREBALL
4551, NORTHWEST,    NIGHT,  FIREBALL
4552,   MIDWEST,    NIGHT,  FIREBALL
4553,     SOUTH,    NIGHT,  FIREBALL
4554,   MIDWEST,    NIGHT,  FIREBALL
4555,   MIDWEST,    NIGHT,  FIREBALL
4556, NORTHWEST,    NIGHT,  FIREBALL
4557,     SOUTH,    NIGHT,  FIREBALL
4558,   MIDWEST,    NIGHT,  FIREBALL
4559,     SOUTH,    NIGHT,  FIREBALL
4560,     SOUTH,  MORNING,  FIREBALL
4561,     SOUTH,  MORNING,  FIREBALL
4562, NORTHWEST,  MORNING,  FIREBALL
4563,   MIDWEST,    NIGHT,  FIREBALL
4564,   MIDWEST,    NIGHT,  FIREBALL
4565,   MIDWEST,    NIGHT,  FIREBALL
4566,      WEST,    NIGHT,  FIREBALL
4567,   MIDWEST,    NIGHT,  FIREBALL
4568,   MIDWEST,    NIGHT,  FIREBALL
4569,     SOUTH,    NIGHT,  FIREBALL
4570,      WEST,    NIGHT,  FIREBALL
4571, NORTHWEST,    NIGHT,  FIREBALL
4572,   MIDWEST,AFTERNOON,  FIREBALL
4573,   MIDWEST,  MORNING,  FIREBALL
4574,   MIDWEST,    NIGHT,  FIREBALL
4575,   MIDWEST,    NIGHT,  FIREBALL
4576,   MIDWEST,    NIGHT,  FIREBALL
