Date / Time,City,State,Shape,Duration,Summary,Posted
1/3/16 21:45,Milford,CT,Fireball,45+ minutes,"The object was turning colors (white, red, green, blue) and It had lightning-ish tails coming from it.. ((NUFORC Note: Sirius? PD))",42374
1/3/16 19:05,Chula Vista,CA,Fireball,2 seconds,Yellow ball of light flies over Chula Vista California.,42374
1/3/16 18:15,Santee,CA,Fireball,2 second,"Wife and I facing N, fluorescent green streak moving E. Appeared low in atmosphere, and larger in diameter than a shooting star.",42374
1/3/16 01:20,Newtown,CT,Fireball,25 seconds,"Saw a bright white burning object falling from sky to the ground from my car as I was travelling east on 84 it was ""crashing.""",42374
1/2/16 23:47,Dickinson,ND,Fireball,1 second,"Fireball, orange then turns green.",42374
1/2/16 20:45,Billings,MT,Fireball,3 seconds,I saw a bright neon green fireball with a tail like a comet streak N through the sky toward the Billings Logan International Airport.,42374
1/2/16 03:00,Imperial Beach,CA,Fireball,20 minutes,Two fireballs side by side.,42374
1/1/16 00:38,Fenton,MO,Fireball,3 minutes,Fireball object without sound.,42374
1/1/16 00:20,Sacramento,CA,Fireball,2 minutes,I seen along with my fiance an orange fireball covering at about hundred feet and proceeded to get home.,42374
1/1/16 00:15,Sacramento,CA,Fireball,10 seconds,Missiles or flares seen on New Year.,42374
12/31/15 23:59,Eugene,OR,Fireball,7 minutes,Viewed 4 slow moving orange-ish orbs on new years eve moving from E to W until they disappeared on the horizon.,42374
12/31/15 20:40,Menifee,CA,Fireball,5-10 minutes,"Two friends came over for New Year's, but instead of 'Hi,' one friend came in shouting 'I think there's a UFO!' My other friend stayed.",42374
12/31/15 20:00,Gadsden,AL,Fireball,5 minutes,Two fireballs traveling same path a minute or 2 apart.,42374
12/30/15 22:00,Cle Elum,WA,Fireball,15 minutes,7-9 orange glowing objects traveling north/northeast right at the tree line.,42374
12/29/15 20:07,Palmetto,FL,Fireball,1 minute,"Sitting outside, super clear, dark night, when we saw a fireball floating in the sky, heading south to north, no sound, no tail...",42573
12/29/15 15:05,Walnut Creek,CA,Fireball,1 minute,"I was awake, when suddenly a bright & large colored orange ball flew up from the horizon. It was moving smoothly.",42374
12/26/15 20:00,Sarasota,FL,Fireball,3 minutes,Orange light.,42374
12/25/15 22:00,Moncks Corner,SC,Fireball,~5 minutes,My family and myself witnessed 5 glowing fireball like orbs in the sky late Christmas night.,42377
12/25/15 19:00,Greene,NY,Fireball,3 minutes,Fireballs about 20 feet above the treetops-Traveling slowly in an easterly direction-3 fireballs made a triangular pattern.,42374
12/24/15 22:00,Plum,PA,Fireball,5 minutes,3 bright perfectly lined up orbs that vanished one by one.,42374
12/24/15 19:20,Kalispell,MT,Fireball,5-7 minutes,"3 fiery orange balls cam from the south, turned and headed nw, followed by 3 bright flashes.",42374
12/24/15 03:00,London (Canada),ON,Fireball,:05,I was driving E on the Ontario 40 HWY. Approx. 300 am I notice the light in the E sky it look like a sunset as I got close.,42374
12/23/15 21:15,Concord,CA,Fireball,15 minutes,"Walking my friend to her car at 915pm in Concord, CA, we looked up in the sky and a sky lantern or what looked like a floating ca",42374
12/23/15 21:00,Tucson,AZ,Fireball,2 minutes,"Fireball, East Tucson.",42374
12/22/15 19:12,Bullhead City,AZ,Fireball,30-40 seconds,4 slow moving objects with colored tails traveling southeast. ((NUFORC Note: Re-entering space debris. PD)),42374
12/22/15 18:45,Goleta,CA,Fireball,90 seconds,Fireball shoots across early evening sky for a minute and half over L.A.. ((NUFORC Note: Re-entering space debris. PD)),42374
12/22/15 18:30,Menifee,CA,Fireball,40 seconds,"Rocket or comet traveling fast northwest to southeast, bright with long sparkling tail. ((NUFORC Note: Re-entering space debris. PD))",42374
12/22/15 18:15,Bakersfield,CA,Fireball,10 seconds,Fast moving burning object. Orange and white tail. ((NUFORC Note: Re-entering space debris. PD)),42374
12/22/15 18:15,Palm Springs,CA,Fireball,3-8 minutes,Fireball or meteor breaking up over Palm Springs. ((NUFORC Note: Re-entering space debris. PD)),42374
12/22/15 18:10,Huntington Beach,CA,Fireball,15 seconds,Obj. was observed as a streak of light going horizontal across the sky. ((NUFORC Note: Re-entering space debris. PD)),42374
12/22/15 18:10,Las Vegas,NV,Fireball,7 minutes,A fireball across Las Vegas Valley. ((NUFORC Note: Re-entering space debris. PD)),42374
12/22/15 18:05,Napa,CA,Fireball,1 minute,"Meteor, maybe?? ((NUFORC Note: Re-entering space debris. PD))",42374
12/22/15 18:05,Boulder City,NV,Fireball,30 seconds,Was a splitting red fireball with lights. I looked at it for about 30 seconds. ((NUFORC Note: Re-entering space debris. PD)),42374
12/22/15 18:00,Bullhead City,AZ,Fireball,3 minutes,Hopefully a fragment of a comet or a meteor. ((NUFORC Note: Re-entering space debris. PD)),42374
12/19/15 17:00,Elizabeth City,NC,Fireball,35 minutes,Multiple flying objects sighted on the horizon.,42359
12/17/15 06:20,Cumming,GA,Fireball,2 seconds,"I was driving south on GA 400 the skies were still dark. I saw a blue fireball, it looked to me like a shooting star only this one was",42359
12/15/15 19:00,Ewing,NJ,Fireball,Ewing Cemetery,Fireball shooting up into the sky than about 12 lights hovering over in the sky i have pictures.,42374
12/15/15 05:32,Robbinsville,NJ,Fireball,3 seconds,A very large bluish white ball flashed in the sky for a few seconds.,42355
12/14/15 21:15,Dothan (general area),AL,Fireball,40 seconds,"Seemed close, perhaps over Florida, por the ocean near there/would appreciate a picture that someone else saw,",42355
12/14/15 20:00,Elk City,OK,Fireball,10 seconds,Fireball breaking up.,42389
12/14/15 19:00,Jasper,GA,Fireball,4 seconds,"Orange object, no sound, lasted four seconds. Became brighter, then disappeared.",42355
12/14/15 19:00,Antioch,CA,Fireball,10 minutes,"First 3 of the bright red light came out in a straight line no noise, no trail moving towards Tracy ca. And then fading out after the 3",42355
12/14/15 04:45,Hillsboro,OR,Fireball,3 minutes,We live off of 201st and baseline we saw a point with a thin tail that looked like bright white sparklers fireworks flying through the,42355
12/13/15 20:30,Phoenix,AZ,Fireball,5 minutes,"Ring of fire over downtown Phoenix, Arizona, like near ballpark of the Diamondbacks.",42355
12/13/15 20:00,Deer Park,WA,Fireball,7 minutes,"9 bright orange lights over Deer Park, Washington.",42355
12/13/15 17:20,Centennial,CO,Fireball,~5 minutes,"Eight pulsating, low altitude, reddish-orange spheres/orbs over Denver.",42355
12/11/15 18:10,Sacramento,CA,Fireball,60 seconds,"Fireball streaked across the sky, fast at high altitude. ((NUFORC Note: Reported as probable space debris? PD))",42374
12/10/15 06:00,Lucerne Valley,CA,Fireball,5 minutes,IN THE SE SKY AT 6:00 AM THERE WAS A SORT OF MISSLE GOING STRIGHT UP THEN IT EXPOLDED AND A LARGE PUFF OF SMOKE AFTERWARD.,42348
12/9/15 22:59,Frenchtown (Monroe),MI,Fireball,5 minutes,"Two fireballs followed by a third over shoreline of Lake Erie, heading NorthEast. A 4th fireball followed same path 2 min later.",42348
12/8/15 20:51,Tampa,FL,Fireball,5 minutes,Fireballs flying in formation outside Tampa.,42348
12/7/15 22:00,Bexley,OH,Fireball,2-3 minutes,2 fiery objects seen above the starbucks in the center of town.,42348
12/6/15 19:35,Linden,VA,Fireball,5 minutes,2 orange flickering balls traveling west and southwest,42355
12/6/15 18:34,Albuquerque,NM,Fireball,3-7 seconds,"Bright green fireball south of Albuquerque, NM. ((NUFORC Note: Possible meteor?? PD))",42348
12/6/15 12:00,Santa Fe,NM,Fireball,3 seconds,Green fireball. ((NUFORC Note: Possible meteor?? PD)),42348
12/5/15 21:30,Seal Beach,CA,Fireball,5 minutes,"While relaxing in the jacuzzi in our backyard, we suddenly looked up and saw 8-10 orange fireball like UFOs that seemed to stop and hov",42348
12/5/15 03:20,Beaver Falls,PA,Fireball,3 seconds,Single fireball over Beaver Falls,42348
12/4/15 19:30,Kirkland,WA,Fireball,3-5 seconds,"Fireball, two witnesses, holy crap.",42348
12/4/15 18:45,Sumner,WA,Fireball,2.5 seconds,Green fireball sweeps across the sky horizontally and vanishes,42348
12/4/15 18:30,Portland,OR,Fireball,1 second,Small fireball streaked across sky looking North from SE Portland. ((NUFORC Note: Possible meteor? PD)),42348
12/3/15 23:14,San Isidro (Costa Rica),,Fireball,4 seconds,I have seen a fireball twice near my house my family thinks i'm crazy but me and my best friend saw the same thing and my dog tried to,42342
12/3/15 20:12,Westminster,MD,Fireball,5-7 seconds,"Fireball in sky over Westminster, MD, Dec 3, 2015, straight edged bottom to it.",42342
12/1/15 22:00,New Port Richey,FL,Fireball,90 seconds,Orange fireballs travelling in a pair.,42355
11/27/15 22:15,Imperial Beach,CA,Fireball,2 minutes,Orange round object moving steadily in one direction with no noise then its brightness dims and it disappears.,42341
11/26/15 23:15,Mesa,AZ,Fireball,3 minutes,"Fiery ball floating in the sky over Mesa, AZ.",42341
11/26/15 21:00,Laurel,DE,Fireball,5 minutes,Two red orange lights moving than disappearing after at least 5 mins.,42341
11/26/15 19:50,Bellingham,WA,Fireball,2 minutes,3 red orange balls over Bellingham in a triangle formation.,42341
11/26/15 19:35,Louisville,KY,Fireball,15 minutes,"Glowing orange/red fireballs, 17 in all, floating quietly in pairs or alone, over 15 minutes.",42341
11/26/15 18:05,Meriden,CT,Fireball,2 seconds,Giant light falls from the sky.,42341
11/26/15 17:10,Quakertown,PA,Fireball,10 minutes,"Orange lights over Quakertown, PA.",42341
11/25/15 23:00,Ft. Myers Beach,FL,Fireball,2 minutes,"We noticed a large orange light gliding slowly in the sky, then a helicopter or other object flew toward it almost to fend it off. The",42440
11/25/15 22:30,Salem,OR,Fireball,5 minutes,4 identical reddish orange orbs moving silently NE to SW across the sky before slowly disappearing.,42334
11/25/15 19:55,Willits,CA,Fireball,5-10 second,"Burning, glowing red object high as an airliner, moving slowly to the south and vanished.",42334
11/25/15 19:11,Dunes City,OR,Fireball,3 seconds,"Big bright GREEN FIREBALL seen burning slowly to the earth in Dunes City, Oregon",42334
11/23/15 19:00,Brooklyn Center,MN,Fireball,2 minutes,"Saw a huge fireball falling slowly to earth at the bus stop terminal in Brooklyn Center.

Many saw this and is looked like a meteor.",42334
11/22/15 22:15,Bend,OR,Fireball,5 minutes,"Fireball flies over Bend, Oregon.",42334
11/22/15 19:00,Crestone,CO,Fireball,40 seconds,"I used to see you when I lived in Seattle.

Last night my wife and I saw this amazing comet like.",42334
11/20/15 20:50,Flowermound,TX,Fireball,3 seconds,((HOAX??)) I was driving down Morris road and saw a big fireball fall fast across the sky at 8:50pm. I know others on the road saw it.,42334
11/20/15 20:30,Flowermound,TX,Fireball,3 seconds,((HOAX??)) Like a huge shooting star but bigger and falling after a cluster of airplanes flew by.,42341
11/20/15 18:00,Seattle,WA,Fireball,1 minute,((HOAX??)) Large bright white light moving in zig-zag pattern across the sky.,42334
11/20/15 10:55,White sands missile range,NM,Fireball,5 seconds,"Larges fire ball look like a large commet with a short tale, moving from east to west farely slow for about five second and them move s",42334
11/19/15 22:45,Springfield,OH,Fireball,3 seconds,"I had the dogs out to use the restroom, glanced up and saw a ball of bright light with a tail of fire in the southwest sky traveling w",42328
11/19/15 21:45,Brentwood,TN,Fireball,5 seconds,Green teardrop light falling fr the sky 11/19/15,42328
11/19/15 19:20,Las Cruces,NM,Fireball,2-3 minutes,Bright orange fireball moving slowly and without noise from north to south,42334
11/19/15 18:17,Forest,MS,Fireball,2 seconds,Red orange in the sky.,42334
11/17/15 02:23,Circleville,NY,Fireball,3 seconds,A large blue glowing light that intensified in size and brightness.,42327
11/16/15 14:08,Worcester,MA,Fireball,6 minutes,Two fireball streaks across the sky. ((NUFORC Note: Objects appear to be contrails behind nearby trees. PD)),42328
11/14/15 21:45,Missoula,MT,Fireball,15 minutes,Several orange balls (looked like flames) came up out of Pattee Canyon and at least 1 came from the University of Montana. They slowly,42327
11/14/15 19:05,Dallas,TX,Fireball,20 minutes,"Brilliant glowing orange large fireballs, appeared to be 7, hovering over Dallas in a V shape formation, gets brighter than descends.",42327
11/14/15 19:00,Arlington,TN,Fireball,20 seconds,6 round orange lights seen in southwestern sky in west Tennessee,42327
11/13/15 21:00,Belmont,MA,Fireball,Seconds,Green fire ball in MA.,42327
11/13/15 21:00,Gonzales,ID,Fireball,15,7-14 large amber glowing balls of light traveling together at the same speed.,42327
11/13/15 18:00,Willows,CA,Fireball,night,I was with my well my ex..but its complicated will hr was walking me home and I saw something really bright that caught my eye and it w,42327
11/13/15 18:00,Pueblo,CO,Fireball,30 seconds,HUGE COMET LIKE OBJECT GOING VERTICAL AFTER GOING EAST TO WEST VERY FAST.,42327
11/13/15 05:45,Anaheim,CA,Fireball,>1 minute,Strange fireball in morning sky over Anaheim.,42374
11/13/15 02:00,Clermont,GA,Fireball,3 seconds,THE GREEN BALL OF FIRE STREAKED ACROSS THE SKY.,42327
11/11/15 21:00,Mt. Pleasant,TX,Fireball,20 seconds,UFO?,42327
11/11/15 18:26,Daly City,CA,Fireball,4,"I thought at first glance it was a plane. Then, noticing clearly, it was a fireball. ((NUFORC Note: Meteor?? PD))",42327
11/11/15 18:00,San Anselmo,CA,Fireball,5 seconds,Fireball moving across Marin sky. ((NUFORC Note: Meteor?? PD)),42327
11/11/15 17:00,Centre,AL,Fireball,4 minutes,Watched for 4 minutes from 68 bypass to the old Big-E parking lot. ((NUFORC Note: No information provided. PD)),42327
11/8/15 21:00,Portage La Prairie (N. of)(Canada),MB,Fireball,2:00 minutes,I was driving towards Gladstone Manitoba in highway 16 near the village of Westbourne around 9:00 pm. The sky was clear but dark as the,42320
11/8/15 20:30,Tridelphia,WV,Fireball,5 seconds,"Bluish, white sphere, with white tail in sky.",42320
11/8/15 20:00,Walkertown (Johns Road),NC,Fireball,,"It was coming from the North, at first we saw like a fire ball then we saw, what looked like a tringle of three little fire balls and",42327
11/8/15 18:50,Utica,MS,Fireball,0.0451388889,From the window of my second floor apartment my daughter (12) began shouting for me to look at these lights in the sky. She thought it,42327
11/7/15 21:00,Bowen Island (Canada),BC,Fireball,15 minutes,12 Orange UFO's that looked like fireballs.,42327
11/7/15 20:23,Fond du Lac,WI,Fireball,30 seconds,"Orange/red ball moving south east, no sound, NO aviation lights.",42327
11/7/15 19:00,Escondido,CA,Fireball,7-10 seconds,Small light like a star explodes into what looks like a tiny firework. ((NUFORC Note: U. S. Navy missile launch. PD)),42327
11/7/15 18:30,Buellton,CA,Fireball,5 minutes,Southern CA UFO sighting large blue cloud. ((NUFORC Note: U. S. Navy missile launch. PD)),42327
11/7/15 18:30,Bay Area,CA,Fireball,10 minutes,Huge light in sky blue/green in color (fireball) of some kind. ((NUFORC Note: U. S. Navy missile launch. PD)),42327
11/7/15 18:10,San Diego,CA,Fireball,2 minutes,Changed from a spot of bright white light into blue fog and a big neon circle. ((NUFORC Note: U. S. Navy missile launch. PD)),42327
11/7/15 18:05,Los Angeles,CA,Fireball,3 minutes,"Fireball w/white and green beams of light ,, blowing white smokey mist. ((NUFORC Note: U. S. Navy missile launch. PD))",42320
11/7/15 18:03,Ozena,CA,Fireball,4 minutes,Fireball burst leaving a blue trail of matter. ((NUFORC Note: U. S. Navy missile launch. PD)),42327
11/7/15 18:00,La Jolla,CA,Fireball,7 minutes,Fast moving bright ball of light leaving behind a green fluorescent cloud. ((NUFORC Note: US Navy missile launch. PD)),42320
11/7/15 18:00,Palm Desert,CA,Fireball,20 minutes,"There was a glowing green light in a circular shape, with a long, wide greenish/whitish aura around it and a long line of whitish color",42327
11/7/15 18:00,Oceanside,CA,Fireball,90 seconds,"Standing on Main Side, Camp Pendleton, and looking W, my wife noticed a bright light. ((NUFORC Note: US Navy missile launch. PD))",42327
11/7/15 18:00,Oakland,CA,Fireball,1-2 minutes,Bright light that later appeared to be more like a rocket over the bay area; enormous chemtrail. ((NUFORC Note: Rocket launch. PD)),42327
11/7/15 18:00,Escondido,CA,Fireball,5 minutes,Flying object with long fiery tail and blueish green spherical cloud. ((NUFORC Note: US Navy missile launch. PD)),42320
11/7/15 18:00,Rio Vista,CA,Fireball,3 minutes,Seen at the Sherman Isand launch ramp by all boaters. ((NUFORC Note: U. S. Navy missile launch. PD)),42327
11/7/15 17:50,Hemet,CA,Fireball,2 minutes,Fireball in the sky.,42320
11/7/15 05:00,Ashby,MA,Fireball,20 seconds,Driving down a back road to work. and above trees a bright green ball lights up the sky ahead and falls towards my left...and gone,42327
11/6/15 21:00,Virginia Beach,VA,Fireball,2 minutes,Bright Orange Fireball over Virginia Coast,42327
11/6/15 20:20,Fredericksburg,VA,Fireball,10 minutes,Lots of little light balls. Random pattern. Moving really fast. No sound. No shape.,42320
11/5/15 16:30,Tiverton,RI,Fireball,45 minutes,"5 oblong shaped fireballs seen in the sky over Tiverton, Middletown, RI 11-5-2015.",42314
11/4/15 20:00,Bridgeport,WV,Fireball,30 seconds,"Three circular illuminated objects traveling horizontally at a slow pace, speed picked up rapidly and disappeared.",42314
11/3/15 20:30,Peru,IL,Fireball,3-4 seconds,Illinois Valley green fireball.,42314
11/2/15 21:00,Valparaiso,IN,Fireball,3 minutes,Object looked like it was on fire. There was no sound.,42314
11/1/15 22:40,Wyckoff,NJ,Fireball,5 seconds,"1 Green fireball seen in W sky, solid color and luminescence, no strobing.",42314
11/1/15 21:40,Tacoma,WA,Fireball,10 seconds,"At ~9:40 PM in Tacoma, my wife noticed a red/orange flashing lights flying through the sky between the clouds.",42314
11/1/15 17:10,Watertown,MA,Fireball,1 second,"Bright green fireball seen in sky over Watertown, MA.",42314
11/1/15 17:09,Ticonderoga,NY,Fireball,3 seconds,At the above mentioned time and date I was driving my vehicle approximately 55mph northward bound on Rt 9N out of Ticonderoga when some,42314
11/1/15 17:00,Bedford,NH,Fireball,20 seconds,Large blue fireball with a long orange/yellow tail crossed over route 114 in Bedford heading toward New Boston.,42314
11/1/15 17:00,Dover,NH,Fireball,5 seconds,Blue or green ball with a long tail and halo. Near the Tuttle's field on Dover Point Road. Did not appear to be a plane or helicopter,42327
11/1/15 16:00,Damariscotta,ME,Fireball,close to horizon,There appeared in the western skya long comet like burst of bright light-it went very quickly-a bright light with red & green.,42314
10/31/15 20:00,Fort Collins,CO,Fireball,<1 minute,Seen over Ft. Collins during Halloween. Obj. appears to only appear during local events; last seen during CSU Homecoming on 10/16/15.,42314
10/31/15 08:46,Kuna,ID,Fireball,0.2083333333,Fireball.,42314
10/30/15 23:20,Wellsville,NY,Fireball,8 seconds,"Behind our property, I witnessed a large white fireball that was wide. My dogs noticed it, too.",42314
10/30/15 19:05,Chandler,AZ,Fireball,5-10 minutes,Multiple Aircraft circling and 1 bursts into a fireball and falls out of the sky.,42314
10/29/15 20:45,Oswego,IL,Fireball,5 minutes,"2 fireballs making no noise. 1 flew above the other, then the one high took off into the clouds. Lower veered right, disappeareared.",42314
10/29/15 20:13,Bend,OR,Fireball,5 minutes,I walked outside tonight when my boyfriend called for me to come see a strange light from the perspective of our front driveway.,42314
10/26/15 22:30,Franklyn,MI,Fireball,driving,Orange red ball of fire/light.,42306
10/26/15 22:26,Corpus Christi,TX,Fireball,:45,Fast moving orange light that vanishes.,42306
10/25/15 19:00,Santa Rosa,CA,Fireball,1-2 minute,Two orange-red flickering bright lights appeared . Floating south to north for 1 and a half minutes .then fading out.,42306
10/25/15 02:45,Loganville,GA,Fireball,5 seconds,Green fireball beneath Orion streaked down toward horizon and burned out.,42306
10/24/15 21:35,Aloharetta,GA,Fireball,5 seconds,Ball of green light falls to ground.,42306
10/24/15 19:15,Lakewood,NJ,Fireball,15 minutes,7 orange fireball objects.,42314
10/24/15 17:30,Willow Street,PA,Fireball,15 minutes,Seven yellowish/orange/white spheres traveling slowly just above the tree line,42306
10/24/15 00:10,McDonough,GA,Fireball,5 seconds,Gold/green ball of light (oval shape) descending eerily out of nowhere over our house No impact heard or seen.,42306
10/23/15 22:46,Yountville,CA,Fireball,5 seconds,Bright green orb/fireball traveling straight down to earth. ((NUFORC Note: Possible Orionid meteor?? PD)),42306
10/23/15 22:40,Idyllwild,CA,Fireball,10 seconds,Green fireball in sky observed from idyllwild mountain highway. ((NUFORC Note: Possible Orionid meteor?? PD)),42306
10/23/15 22:30,Seal Beach,CA,Fireball,10 seconds,Ball of fire falling from sky. ((NUFORC Note: Possible Orionid meteor?? PD)),42306
10/23/15 10:00,Cumming,GA,Fireball,20 seconds,Glowing white ball of fire over why 53 traveling north. ((NUFORC Note: Possible Orionid meteor? PD)),42306
10/22/15 03:51,Crane Hill,AL,Fireball,15 seconds,As I filled the dogs water bowl this morning I saw a bright violet flash in the the northern sky. The light was constant from sky…,42306
10/21/15 23:15,North Charleston,SC,Fireball,3 minutes,"2 orbs ascending and descending repeatedly, occasionally circling one another.",42306
10/21/15 05:40,Salinas,CA,Fireball,0.2486111111,5:40 am was driving and saw a fire ball in the sky going south to north. The ball would flash super bright.,42306
10/20/15 19:30,Berlin,NJ,Fireball,3-5 minutes,"The first 8 orange orbs moving in a perfect symmetrical line then eventually blipped out, the next set of 6 followed doing the same.",42306
10/19/15 08:00,Columbia,SC,Fireball,10 seconds,A big glowing grayish circle with a tail of smoke and with about 5 rays of light coming out of it.,42306
10/18/15 08:00,Dubuque,IA,Fireball,10 minutes,"Orange fiery globes, travelling in the same path",42306
10/17/15 21:12,Mount Joy,PA,Fireball,120 seconds,Medium sized circular red (fireball-like) object moving radically (up and down) through the sky slowly losing alt. before disappearing.,42306
10/17/15 20:20,Peterborough (Canada),ON,Fireball,1.5 minutes,"I was driving on a back road in Peterborough, On. As a came over a large hill I noticed about 5 to 7 balls of light flying up into the",42306
10/16/15 21:00,Ochlocknee Bay,FL,Fireball,5 minutes,Red/yellow circle fireballs in the northern sky moving slowly east then faded out as they moved north.,42293
10/16/15 19:00,Fort Collins,CO,Fireball,1 minute,Fireball Over CSU.,42306
10/15/15 21:30,Milwaukee,WI,Fireball,5 minutes,Glowing orange ball in sky moving west to east.,42293
10/15/15 19:54,Florence,KY,Fireball,30,Orange single light flung West to East right after sunset,42293
10/13/15 02:38,Miami,FL,Fireball,~4 seconds,Brightest Blue Beam flash across the sky like a flair going East. Started literally above my head and lasted about 4-5 seconds.,42293
10/12/15 23:12,Blackshear,GA,Fireball,5 seconds,Saw what appeared to be a meteor in night sky.,42293
10/12/15 03:42,Vacaville,CA,Fireball,5-6 minutes,"Orangish color sphere shape flying over Vacaville, CA",42293
10/11/15 23:15,Hammond,LA,Fireball,2 seconds,Coming from the south east moving toward the east I saw a bright flash of a green light almost arcing in the sky then cut out. By the,42293
10/11/15 23:00,Sioux City,IA,Fireball,a green streaming light,"I saw a green streaming light, looked as if it had a tail. Came from the east ,going west. Crossed over I 29 an it disappeared .",42293
10/11/15 21:11,Dexter,KS,Fireball,<1 minute,"Erratic zig-zagging fireball, orange to yellow",42293
10/11/15 20:48,Aberdeen,SD,Fireball,8 seconds,((NUFORC Note: Witness provides no information. PD)),42293
10/11/15 19:00,Poughkeepsie,NY,Fireball,1 minute,3 bright orange orbs and 1 dark color one flying over Marist College New York,42293
10/11/15 17:30,Nicholasville,KY,Fireball,~5 seconds,"Purple orb, resembling shooting star.",42293
10/11/15 06:50,Hermitage,PA,Fireball,5 minutes,Three fireballs floating in the western sky at sunset. They objects would glow bright and then shrink smaller and smaller until they di,42293
10/10/15 23:15,Wylie,TX,Fireball,20 minutes,Object in sky over Wylie. It moved all directions then disappeared.,42293
10/10/15 23:00,Kuna,ID,Fireball,3 seconds,Witnessed a flash of a blue streaked fireball fall from the sky. I think it may have landed somewhere in a nearby fild west,42293
10/10/15 22:30,Halifax (Canada),NS,Fireball,5 minutes,Two red orbs over home in Halifax.,42293
10/10/15 22:30,Oxnard,CA,Fireball,1-2 seconds,"Green fireball darts earthward in south Oxnard sky, witnessed by two people. ((NUFORC Note: Possibly a meteor? PD))",42293
10/10/15 22:00,Lakewood,CA,Fireball,3 minutes,Diamond fire flames slow dancing.,42293
10/10/15 20:20,Williamstown,NJ,Fireball,5 minutes,3 fireballs same path.,42293
10/10/15 18:45,Thorndike,ME,Fireball,2 minutes,I saw a large ball of pinkish reddish light over the eastern horizon (near Bangor) flash and then pitter out and fall.,42293
10/9/15 22:25,Lakewood,CA,Fireball,2-3 minutes,Me and my friend were sitting in my car and all of a sudden we saw 5 fireballs going the exact same speed following one another.,42293
10/8/15 20:00,New Kensington,PA,Fireball,10 minutes,Orange fireball moving east to west.,42392
10/8/15 06:00,Los Alamos,CA,Fireball,2-5 minutes,Weird flame floating over hills on 101 northbound fwy.,42286
10/7/15 21:00,Helena,AR,Fireball,4-5 minutes,UFO OVER KING BISCUIT BLUES FESTIVAL 10-9-15.,42286
10/4/15 21:45,Boise,ID,Fireball,10 minutes,"2 witnesses observed a fiery orange light in the southern sky over Boise, Idaho, at 2145 hours on 4 Oct 2015.",42286
10/4/15 11:00,Joliet,IL,Fireball,5 minutes,"Orange burning light over Joliet, Il",42286
10/3/15 22:06,Friendswood,TX,Fireball,4 minutes,Orange lights in the sky.,42286
10/2/15 22:30,Ottawa (Canada),ON,Fireball,15 minutes,"Three passes of an orange fireball object flying over Old Ottawa East in Ontario, Canada.",42286
9/30/15 23:00,Las Cruces,NM,Fireball,2-3 seconds,"Looked like fire ball white cylinder/ball-shaped, falling with multi-colored sparkling trail.",42279
9/30/15 22:30,Ridgway,PA,Fireball,5,"3 round shaped craft flying low above ridgway, emitting an orange light while traveling NW to SE in a triangular pattern.",42286
9/29/15 22:55,Hesperia,CA,Fireball,,"Fireball like aircraft hovered above tree tops, then slowly went backwards and disappeared. Once it disappeared 4 other lights blinked",42279
9/29/15 21:00,Dettighofen (Germany),,Fireball,15 seconds,Small craft eject from fire ball falling.,42279
9/28/15 22:08,Dousman,WI,Fireball,5 minutes,"Bright yellowish/white light hovering, no sound of craft.",42276
9/28/15 20:00,Warner Springs,CA,Fireball,9 seconds,"Very large, bright meteor with short, red tail descending very slowly near harvest moon.",42279
9/28/15 19:55,Palm Desert,CA,Fireball,5 seconds,"A very bright slow moving ""fireball"" appeared from the west heading east.",42276
9/28/15 03:00,Spokane,WA,Fireball,2 seconds,Saw one green fireball zoom downward. ((NUFORC Note: We suspect a meteor. PD)),42279
9/27/15 22:17,Lery (Canada),QC,Fireball,<1 minute,Strange orange ball on the sky during the blackout lunar eclipse.,42276
9/27/15 21:00,Pittsburgh,PA,Fireball,30 seconds,Fireball came in from east and made sharp turn north.,42276
9/27/15 21:00,Maple Ridge (Canada),BC,Fireball,1.5 mins,Orange fireball sighted while watching eclipse,42279
9/27/15 20:00,Rochester,NY,Fireball,1 minute,Bright orange orbs hoovering and zipping through the atmosphere with ease.,42279
9/26/15 23:00,Springfield,MA,Fireball,10 minutes,Awesome that really got me baffeled of what I just saw in our sky's.,42276
9/26/15 23:00,Coon Rapids,MN,Fireball,45 minutes,"Ten ""fireball"" flying south to north over the span of 45 minutes.",42276
9/26/15 21:00,Royal Oak,MI,Fireball,15-20 seconds,Firey orange orb.,42276
9/26/15 20:15,Woodbridge,NJ,Fireball,2 minutes,"Reddish/orange fiery orb hovering, appeared to descended then disappeared out of sight.",42276
9/26/15 19:40,Great Falls,MT,Fireball,2 seconds,I saw a green glowing fireball.,42276
9/23/15 20:00,Everett,WA,Fireball,4 hours,Fireballs over Everett.,42272
9/22/15 20:00,Canton,MI,Fireball,3-6 minutes,The orbs were in traveling fast up high going in the same path. Very odd and scary.,42272
9/22/15 01:30,Orlando,FL,Fireball,3-4 seconds,Plasma ball of fire materializes at exactly same time as thought of previous UFO sighting.,42276
9/21/15 20:10,Olney,IL,Fireball,1 minute,"Odd ""fireball"" like object in Olney, IL.",42272
9/21/15 00:30,Salem,OR,Fireball,1 second,Something huge just fell towards Earth.,42306
9/19/15 23:00,Falun,,Fireball,1-2 hours,flashing light with changing colours.,42279
9/19/15 20:15,Edison,NJ,Fireball,5 minutes,"6 red fireballs flying close, with no sound.",42272
